,,,2021q2,2021q4,2021q3,2022q2,2022q4,2022q3,2021q1,2022q1
BERKSHIRE HATHAWAY ENERGY CO,BS,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,47051000000.0,49616000000.0,49365000000.0,50424000000.0,49745000000.0,51191000000.0,46977000000.0,50589000000.0
BERKSHIRE HATHAWAY ENERGY CO,BS,CommonStockValue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BERKSHIRE HATHAWAY ENERGY CO,BS,MinorityInterest,3962000000.0,3924000000.0,3953000000.0,3894000000.0,3887000000.0,3887000000.0,,3895000000.0
BERKSHIRE HATHAWAY ENERGY CO,BS,Liabilities,80471000000.0,81938000000.0,81196000000.0,81045000000.0,82259000000.0,84104000000.0,80339000000.0,81476000000.0
BERKSHIRE HATHAWAY ENERGY CO,BS,EmployeeRelatedLiabilitiesCurrent,412000000.0,556000000.0,106000000.0,398000000.0,472000000.0,457000000.0,383000000.0,372000000.0
BERKSHIRE HATHAWAY ENERGY CO,BS,Goodwill,11534000000.0,11572000000.0,11570000000.0,11649000000.0,11405000000.0,11559000000.0,11506000000.0,11650000000.0
BERKSHIRE HATHAWAY ENERGY CO,BS,PreferredStockParOrStatedValuePerShare,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
BERKSHIRE HATHAWAY ENERGY CO,BS,StockholdersEquity,8212000000.0,45692000000.0,45412000000.0,46530000000.0,45858000000.0,47304000000.0,43010000000.0,46694000000.0
BERKSHIRE HATHAWAY ENERGY CO,BS,LiabilitiesAndStockholdersEquity,25798000000.0,131554000000.0,130561000000.0,131469000000.0,132004000000.0,135295000000.0,127316000000.0,132065000000.0
BERKSHIRE HATHAWAY ENERGY CO,BS,Longtermincometaxreceivable,658000000.0,658000000.0,658000000.0,744000000.0,0.0,744000000.0,,744000000.0
BERKSHIRE HATHAWAY ENERGY CO,BS,SeniorLongTermNotes,12999000000.0,13001000000.0,13000000000.0,12605000000.0,13594000000.0,13594000000.0,,13003000000.0
BERKSHIRE HATHAWAY ENERGY CO,BS,PreferredStockSharesAuthorized,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
BERKSHIRE HATHAWAY ENERGY CO,BS,RegulatoryAssetsNoncurrent,270000000.0,3372000000.0,3344000000.0,3458000000.0,3509000000.0,3481000000.0,3157000000.0,3419000000.0
BERKSHIRE HATHAWAY ENERGY CO,BS,CashAndCashEquivalentsAtCarryingValue,1276000000.0,2709000000.0,44000000.0,1432000000.0,1777000000.0,2081000000.0,1290000000.0,1096000000.0
BERKSHIRE HATHAWAY ENERGY CO,BS,OtherLiabilitiesNoncurrent,4261000000.0,4304000000.0,459000000.0,4327000000.0,4597000000.0,4722000000.0,4178000000.0,4319000000.0
BERKSHIRE HATHAWAY ENERGY CO,BS,PreferredStockSharesOutstanding,4000000.0,2000000.0,4000000.0,2000000.0,1000000.0,1000000.0,4000000.0,2000000.0
BERKSHIRE HATHAWAY ENERGY CO,BS,PreferredStockValue,3750000000.0,2300000000.0,3750000000.0,1650000000.0,850000000.0,850000000.0,3750000000.0,1650000000.0
BERKSHIRE HATHAWAY ENERGY CO,BS,AssetsCurrent,320000000.0,10428000000.0,356000000.0,8504000000.0,10114000000.0,9360000000.0,9447000000.0,8248000000.0
BERKSHIRE HATHAWAY ENERGY CO,BS,AccountsPayableCurrent,189000000.0,1798000000.0,1802000000.0,429000000.0,456000000.0,415000000.0,1867000000.0,2136000000.0
BERKSHIRE HATHAWAY ENERGY CO,BS,InventoryNet,231000000.0,1129000000.0,123000000.0,1091000000.0,1205000000.0,1163000000.0,1168000000.0,1122000000.0
BERKSHIRE HATHAWAY ENERGY CO,BS,CommonStockNoParValue,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
BERKSHIRE HATHAWAY ENERGY CO,BS,RegulatoryLiabilityNoncurrent,1257000000.0,6958000000.0,7344000000.0,7063000000.0,6931000000.0,7028000000.0,7221000000.0,6960000000.0
BERKSHIRE HATHAWAY ENERGY CO,BS,Assets,25798000000.0,131554000000.0,130561000000.0,131469000000.0,132004000000.0,135295000000.0,127316000000.0,132065000000.0
BERKSHIRE HATHAWAY ENERGY CO,BS,LongTermDebtCurrent,500000000.0,1179000000.0,479000000.0,1494000000.0,2337000000.0,2069000000.0,1839000000.0,1265000000.0
BERKSHIRE HATHAWAY ENERGY CO,BS,CommonStockSharesOutstanding,1000.0,76000000.0,1000.0,76000000.0,76000000.0,76000000.0,76000000.0,76000000.0
BERKSHIRE HATHAWAY ENERGY CO,BS,TaxesPayableCurrent,515000000.0,670000000.0,71000000.0,606000000.0,822000000.0,789000000.0,582000000.0,606000000.0
BERKSHIRE HATHAWAY ENERGY CO,BS,AccumulatedOtherComprehensiveIncomeLossNetOfTax,-45000000.0,-1523000000.0,-1360000000.0,-1358000000.0,-2383000000.0,-1788000000.0,-1552000000.0,-1340000000.0
BERKSHIRE HATHAWAY ENERGY CO,BS,OtherAssetsNoncurrent,215000000.0,2902000000.0,2823000000.0,3181000000.0,3358000000.0,3372000000.0,2758000000.0,3144000000.0
BERKSHIRE HATHAWAY ENERGY CO,BS,InvestmentsIncludingEquityMethodAndRestrictedCashAndInvestmentsNoncurrent,262000000.0,15218000000.0,14960000000.0,14394000000.0,12715000000.0,16728000000.0,14320000000.0,15788000000.0
BERKSHIRE HATHAWAY ENERGY CO,BS,RetainedEarningsAccumulatedDeficit,329000000.0,39199000000.0,346000000.0,40608000000.0,41093000000.0,42688000000.0,35093000000.0,40754000000.0
BERKSHIRE HATHAWAY ENERGY CO,BS,AccountsReceivableNetCurrent,158000000.0,2545000000.0,147000000.0,154000000.0,2918000000.0,2734000000.0,2107000000.0,2468000000.0
BERKSHIRE HATHAWAY ENERGY CO,BS,TradeAndLoansReceivablesHeldForSaleNetNotPartOfDisposalGroup,2065000000.0,1687000000.0,2082000000.0,975000000.0,661000000.0,1084000000.0,,1263000000.0
BERKSHIRE HATHAWAY ENERGY CO,BS,PropertyPlantAndEquipmentNet,86757000000.0,88062000000.0,87622000000.0,90283000000.0,90903000000.0,90795000000.0,86128000000.0,89816000000.0
BERKSHIRE HATHAWAY ENERGY CO,BS,JuniorSubordinatedLongTermNotes,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,,100000000.0
BERKSHIRE HATHAWAY ENERGY CO,BS,CommonStockSharesAuthorized,20000000.0,115000000.0,350000000.0,115000000.0,115000000.0,115000000.0,115000000.0,115000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,OtherNoncashIncomeExpense,-9000000.0,88000000.0,9000000.0,-6000000.0,-53000000.0,-37000000.0,,169000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,OtherLiabilitiesCurrent,1948000000.0,2054000000.0,188000000.0,1647000000.0,1723000000.0,1802000000.0,,1837000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,LiabilitiesCurrent,9775000000.0,8847000000.0,9080000000.0,8458000000.0,10129000000.0,9912000000.0,,8762000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,IncreaseDecreaseInPensionAndPostretirementObligations,0.0,-37000000.0,0.0,-11000000.0,-31000000.0,,,-39000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,OtherReceivablesNetCurrent,48000000.0,41000000.0,62000000.0,49000000.0,77000000.0,49000000.0,,52000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,DeferredIncomeTaxLiabilitiesNet,11630000000.0,12910000000.0,12464000000.0,12786000000.0,12722000000.0,13394000000.0,,12938000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,RestrictedCashAndCashEquivalentsAtCarryingValue,9000000.0,216000000.0,154000000.0,,262000000.0,,,127000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,1406000000.0,2942000000.0,1500000000.0,1582000000.0,2058000000.0,2301000000.0,,1244000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,UtilitiesOperatingExpenseTaxes,12000000.0,54000000.0,38000000.0,59000000.0,51000000.0,51000000.0,,213000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,IncreaseDecreaseInAccountsReceivableAndOtherOperatingAssets,56000000.0,13000000.0,-65000000.0,-333000000.0,246000000.0,317000000.0,,-553000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,InterestPayableCurrent,642000000.0,622000000.0,14000000.0,644000000.0,639000000.0,557000000.0,,537000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,DerivativeAssetsCurrent,48000000.0,153000000.0,17000000.0,437000000.0,108000000.0,127000000.0,,4000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,AdditionalPaidInCapitalCommonStock,1679000000.0,6374000000.0,2308000000.0,6374000000.0,6298000000.0,6298000000.0,,6374000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,DeferredIncomeTaxesAndTaxCredits,-10000000.0,661000000.0,613000000.0,-203000000.0,-350000000.0,385000000.0,,646000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,CommonStockSharesIssued,76000000.0,76000000.0,,76000000.0,76000000.0,76000000.0,,76000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,PaymentsToAcquireMarketableSecurities,128000000.0,243000000.0,185000000.0,170000000.0,375000000.0,281000000.0,,297000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,CommitmentsAndContingencies,,,,,,,,
BERKSHIRE HATHAWAY ENERGY CO,UN,OtherComprehensiveIncomeLossCashFlowHedgeGainLossAfterReclassificationAndTax,10000000.0,33000000.0,1000000.0,77000000.0,45000000.0,26000000.0,,67000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,ShortTermBorrowings,55000000.0,1968000000.0,2536000000.0,1849000000.0,1441000000.0,1948000000.0,,2009000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,UtilitiesOperatingExpenseDepreciationAndAmortization,207000000.0,272000000.0,81000000.0,280000000.0,277000000.0,279000000.0,,1088000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,OtherAssetsCurrent,103000000.0,2142000000.0,92000000.0,815000000.0,1378000000.0,1294000000.0,,1628000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,DepreciationDepletionAndAmortization,80000000.0,960000000.0,947000000.0,1022000000.0,1116000000.0,1059000000.0,,3881000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,-6000000.0,11000000.0,-12000000.0,0.0,,,,
BERKSHIRE HATHAWAY ENERGY CO,UN,NotesPayableDueToAffiliateCurrent,0.0,,0.0,,,,,0.0
BERKSHIRE HATHAWAY ENERGY CO,UN,IncomeTaxExpenseBenefit,-535000000.0,-355000000.0,327000000.0,-507000000.0,-1213000000.0,149000000.0,,-1132000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,ReceivablesNetCurrent,93000000.0,732000000.0,100000000.0,674000000.0,807000000.0,730000000.0,,725000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,AssetRetirementObligationsNoncurrent,711000000.0,677000000.0,709000000.0,723000000.0,710000000.0,698000000.0,,1210000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,47051000000.0,49616000000.0,49365000000.0,50424000000.0,49745000000.0,51191000000.0,,50589000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,CommonStockValue,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
BERKSHIRE HATHAWAY ENERGY CO,UN,IncreaseDecreaseInNotesPayableRelatedPartiesCurrent,7000000.0,13000000.0,6000000.0,8000000.0,-34000000.0,8000000.0,,12000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,NetIncomeLossAttributableToNoncontrollingInterest,106000000.0,103000000.0,102000000.0,109000000.0,147000000.0,120000000.0,,399000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,Liabilities,80471000000.0,81938000000.0,81196000000.0,81045000000.0,82259000000.0,84104000000.0,,81476000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,CapitalizedInterest,2000000.0,46000000.0,14000000.0,17000000.0,54000000.0,18000000.0,,64000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,ProfitLoss,191000000.0,2025000000.0,2383000000.0,-20000000.0,-695000000.0,3017000000.0,,6189000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,EmployeeRelatedLiabilitiesCurrent,412000000.0,556000000.0,106000000.0,398000000.0,472000000.0,457000000.0,,372000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,FinanceLeaseLiabilityNoncurrent,328000000.0,313000000.0,321000000.0,306000000.0,298000000.0,302000000.0,,310000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,RepaymentsOfShortTermDebt,0.0,0.0,0.0,,,,,
BERKSHIRE HATHAWAY ENERGY CO,UN,Goodwill,11534000000.0,11572000000.0,11570000000.0,11649000000.0,11405000000.0,11559000000.0,,11650000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,ProceedsFromRepaymentsOfShortTermDebt,409000000.0,-316000000.0,0.0,-165000000.0,-540000000.0,-54000000.0,,-276000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,-2000000.0,-22000000.0,-2000000.0,-15000000.0,-25000000.0,-25000000.0,,-174000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,PrepaidExpenseCurrent,45000000.0,89000000.0,66000000.0,48000000.0,90000000.0,,,79000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,RepaymentsOfNotesPayable,9000000.0,,,,,,,
BERKSHIRE HATHAWAY ENERGY CO,UN,AssetRetirementObligationCurrent,18000000.0,16000000.0,14000000.0,,27000000.0,,,130000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,StockholdersEquity,8212000000.0,45692000000.0,45412000000.0,46530000000.0,45858000000.0,47304000000.0,,46694000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,LiabilitiesAndStockholdersEquity,25798000000.0,131554000000.0,130561000000.0,131469000000.0,132004000000.0,135295000000.0,,132065000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,IncreaseDecreaseInAccruedTaxesPayable,12000000.0,-29000000.0,-63000000.0,-347000000.0,501000000.0,489000000.0,,-489000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,CostOfGoodsAndServicesSold,1569000000.0,1385000000.0,441000000.0,1460000000.0,1959000000.0,1525000000.0,,5504000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,IncomeLossFromEquityMethodInvestments,-179000000.0,-5000000.0,7000000.0,-57000000.0,-13000000.0,-83000000.0,,-237000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,NetCashProvidedByUsedInOperatingActivities,241000000.0,6984000000.0,4232000000.0,2221000000.0,7939000000.0,5147000000.0,,8692000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,OtherComprehensiveIncomeLossCashFlowHedgeGainLossAfterReclassificationTax,5000000.0,,,,22000000.0,,,
BERKSHIRE HATHAWAY ENERGY CO,UN,NonoperatingIncomeExpense,-1579000000.0,-159000000.0,1552000000.0,-1706000000.0,-3718000000.0,2042000000.0,,-33000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,UtilitiesOperatingExpense,1008000000.0,1098000000.0,1014000000.0,1081000000.0,1198000000.0,1156000000.0,,4163000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,PaymentsForProceedsFromOtherInvestingActivities,0.0,91000000.0,12000000.0,-19000000.0,-16000000.0,18000000.0,,74000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,RegulatoryAssetsNoncurrent,270000000.0,3372000000.0,3344000000.0,3458000000.0,3509000000.0,3481000000.0,,3419000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,CashAndCashEquivalentsAtCarryingValue,1276000000.0,2709000000.0,44000000.0,1432000000.0,1777000000.0,2081000000.0,,1096000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,NotesPayableRelatedPartiesClassifiedCurrent,184000000.0,190000000.0,183000000.0,197000000.0,155000000.0,197000000.0,,189000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,106000000.0,103000000.0,100000000.0,109000000.0,147000000.0,120000000.0,,404000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,IncreaseDecreaseInCounterpartyCollateralNet,-7000000.0,-115000000.0,-35000000.0,-85000000.0,-106000000.0,-189000000.0,,-82000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,FinanceLeaseRightOfUseAsset,348000000.0,330000000.0,344000000.0,,,,,448000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,OtherLiabilitiesNoncurrent,4261000000.0,4304000000.0,459000000.0,4327000000.0,4597000000.0,4722000000.0,,4319000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,DueFromRelatedPartiesCurrent,263000000.0,70000000.0,55000000.0,,,,,54000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,IncomeLossFromEquityMethodInvestmentsNetOfDividendsOrDistributions,-221000000.0,-346000000.0,3000000.0,-88000000.0,-249000000.0,-202000000.0,,-380000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,PreferredStockValue,3750000000.0,2300000000.0,3750000000.0,1650000000.0,850000000.0,850000000.0,,1650000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,AssetsCurrent,320000000.0,10428000000.0,356000000.0,8504000000.0,10114000000.0,9360000000.0,,8248000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,CostsAndExpenses,243000000.0,5134000000.0,4856000000.0,4794000000.0,5677000000.0,5405000000.0,,19823000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,DividendsCash,131000000.0,177000000.0,116000000.0,114000000.0,150000000.0,161000000.0,,
BERKSHIRE HATHAWAY ENERGY CO,UN,AmortizationofUtilityPlanttoOtherOperatingExpense,8000000.0,26000000.0,17000000.0,9000000.0,26000000.0,19000000.0,,34000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,202000000.0,4189000000.0,2760000000.0,-470000000.0,884000000.0,2779000000.0,,5294000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,RegulatoryAssetsCurrent,107000000.0,70000000.0,86000000.0,627000000.0,1242000000.0,778000000.0,,544000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,NetIncomeLoss,144000000.0,1922000000.0,2281000000.0,-129000000.0,-842000000.0,2897000000.0,,5790000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,PaymentsToFundLongtermLoansToRelatedParties,0.0,170000000.0,158000000.0,117000000.0,363000000.0,204000000.0,,183000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,PublicUtilitiesAllowanceForFundsUsedDuringConstructionCapitalizedCostOfEquity,1000000.0,90000000.0,56000000.0,38000000.0,43000000.0,42000000.0,,126000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,DueToAffiliateCurrent,57000000.0,35000000.0,34000000.0,13000000.0,27000000.0,20000000.0,,38000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,AccountsPayableCurrent,189000000.0,1798000000.0,1802000000.0,429000000.0,456000000.0,415000000.0,,2136000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,LimitedLiabilityCompanyLlcMembersEquityIncludingPortionAttributableToNoncontrollingInterest,7078000000.0,7390000000.0,7398000000.0,7590000000.0,7876000000.0,7717000000.0,,7494000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,InventoryNet,231000000.0,1129000000.0,123000000.0,1091000000.0,1205000000.0,1163000000.0,,1122000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,InvestmentIncomeInterestAndDividend,0.0,18000000.0,0.0,23000000.0,40000000.0,30000000.0,,89000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,IncreaseDecreaseInInventories,-4000000.0,-17000000.0,-5000000.0,5000000.0,-3000000.0,16000000.0,,-8000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,CommonStockNoParValue,0.0,0.0,,0.0,0.0,0.0,,0.0
BERKSHIRE HATHAWAY ENERGY CO,UN,LongTermDebtNoncurrent,7734000000.0,8625000000.0,1164000000.0,8567000000.0,8177000000.0,8268000000.0,,8575000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,RegulatoryLiabilityNoncurrent,1257000000.0,6958000000.0,7344000000.0,7063000000.0,6931000000.0,7028000000.0,,6960000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,ProceedsFromIssuanceOfLongTermDebt,0.0,984000000.0,0.0,200000000.0,0.0,300000000.0,,984000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,ComprehensiveIncomeNetOfTax,116000000.0,1759000000.0,65000000.0,-147000000.0,-1437000000.0,2467000000.0,,6002000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,UtilitiesOperatingExpenseMaintenanceAndOperations,124000000.0,267000000.0,113000000.0,277000000.0,289000000.0,375000000.0,,1031000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,Assets,25798000000.0,131554000000.0,130561000000.0,131469000000.0,132004000000.0,135295000000.0,,132065000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,LongTermDebtCurrent,500000000.0,1179000000.0,479000000.0,1494000000.0,2337000000.0,2069000000.0,,1265000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,CommonStockSharesOutstanding,1000.0,76000000.0,1000.0,76000000.0,76000000.0,76000000.0,,76000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,OperatingIncomeLoss,48000000.0,4375000000.0,64000000.0,1236000000.0,1823000000.0,2443000000.0,,5327000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,TaxesPayableCurrent,515000000.0,670000000.0,71000000.0,606000000.0,822000000.0,789000000.0,,606000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,RepaymentsOfLongTermDebt,0.0,400000000.0,400000000.0,9000000.0,104000000.0,9000000.0,,870000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,FinanceLeaseLiabilityCurrent,30000000.0,26000000.0,33000000.0,,,,,26000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,NoncontrollingInterestIncreaseFromSubsidiaryEquityIssuance,11000000.0,9000000.0,9000000.0,11000000.0,2000000.0,2000000.0,,9000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,Revenues,6081000000.0,6968000000.0,12145000000.0,6030000000.0,7500000000.0,6612000000.0,,25150000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,AccumulatedOtherComprehensiveIncomeLossNetOfTax,-45000000.0,-1523000000.0,-1360000000.0,-1358000000.0,-2383000000.0,-1788000000.0,,-1340000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,PaymentsToAcquirePropertyPlantAndEquipment,1295000000.0,4594000000.0,128000000.0,1553000000.0,5385000000.0,3382000000.0,,6611000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,CommonStockParOrStatedValuePerShare,3.75,3.75,,3.75,1.0,3.75,,1.0
BERKSHIRE HATHAWAY ENERGY CO,UN,MembersEquity,2990000000.0,3346000000.0,3326000000.0,3557000000.0,3853000000.0,3694000000.0,,3458000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,NetCashProvidedByUsedInFinancingActivities,1000000.0,-1960000000.0,-196000000.0,-310000000.0,-1605000000.0,-605000000.0,,-3131000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,ProceedsFromPaymentsForOtherFinancingActivities,-9000000.0,-44000000.0,-28000000.0,-240000000.0,-273000000.0,-248000000.0,,-79000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,MembersCapital,3035000000.0,3388000000.0,3366000000.0,3595000000.0,3891000000.0,3733000000.0,,3501000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,OtherAssetsNoncurrent,215000000.0,2902000000.0,2823000000.0,3181000000.0,3358000000.0,3372000000.0,,3144000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,InvestmentsIncludingEquityMethodAndRestrictedCashAndInvestmentsNoncurrent,262000000.0,15218000000.0,14960000000.0,14394000000.0,12715000000.0,16728000000.0,,15788000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,AssetRetirementObligationCashPaidToSettle,4000000.0,51000000.0,19000000.0,7000000.0,55000000.0,28000000.0,,103000000.0
